"","s.BP","s.VM","index","stat","p.value"
"Otu793_Arthropoda",1,0,1,0.0453039903246793,0.7706
"Otu795_Eukaryota",1,0,1,0.21248835953435,0.1138
"Otu797_Arthropoda",1,0,1,0.467909354045413,1e-04
"Otu798_NA",1,0,1,0.418159938411231,1e-04
"Otu799_Eukaryota",0,1,2,0.381471026838866,4e-04
"Otu8_Arthropoda",0,1,2,0.178612473460025,0.1572
"Otu80_Paracalanus",1,0,1,0.12146163938119,0.4999
"Otu800_Eukaryota",0,1,2,0.422518609632667,3e-04
"Otu802_Siganus",0,1,2,0.0664543519024083,0.6571
"Otu803_NA",1,0,1,0.150383603190693,0.2892
"Otu805_Eukaryota",1,0,1,0.16703337044698,0.2452
"Otu807_Eukaryota",0,1,2,0,1
"Otu808_NA",1,0,1,0.136204261807225,0.494
"Otu809_NA",1,0,1,0.103125896849284,0.4708
"Otu814_NA",1,0,1,0.506002615944814,1e-04
"Otu816_Arthropoda",1,0,1,0.155367438272769,0.2967
"Otu818_NA",1,0,1,0.486025176756251,1e-04
"Otu819_Arthropoda",1,0,1,0.110539755573398,0.5539
"Otu822_Hexanauplia",0,1,2,0.136138694765637,0.2927
"Otu825_NA",1,0,1,0.132298085661213,2e-04
"Otu826_Arthropoda",1,0,1,0.130188910980824,1
"Otu827_Eukaryota",1,0,1,0.220649005951745,0.0982
"Otu828_NA",0,1,2,0.446130564964072,2e-04
"Otu829_Trochida",0,1,2,0.129708120224078,0.8065
"Otu83_Gastropoda",1,0,1,0.130139277548448,0.515
"Otu835_NA",0,1,2,0.0831171634923383,0.6151
"Otu836_NA",1,0,1,0.232962135944706,0.0607
"Otu838_NA",0,1,2,0.635666296300618,1e-04
"Otu84_NA",1,0,1,0.145268112129577,0.1677
"Otu841_Eukaryota",1,0,1,0.319339747953278,0.0028
"Otu842_Eukaryota",1,0,1,0.192882714292073,0.2188
"Otu843_Eukaryota",1,0,1,0.200912878955114,0.1484
"Otu844_NA",1,0,1,0.430768290655222,3e-04
"Otu845_NA",1,0,1,0.00922963334579215,1
"Otu846_Metaconchoecia",1,0,1,0.120510669970603,0.4943
"Otu847_NA",0,1,2,0.396500958069707,9e-04
"Otu848_Eukaryota",1,0,1,0.0885858957443734,0.5468
"Otu85_Eukaryota",0,1,2,0.135935679513351,0.2959
"Otu850_NA",1,0,1,0.426797532594785,7e-04
"Otu853_Porifera",0,1,2,0.0326381117440288,0.8577
"Otu855_Tridentarius",1,0,1,0.219806764888086,0.0627
"Otu856_Eukaryota",1,0,1,0.0598856079719888,0.7361
"Otu857_Eukaryota",1,0,1,0.137975155670749,0.3566
"Otu858_Porifera",0,1,2,0.163846384103808,0.2522
"Otu859_Cnidaria",1,0,1,0.229354154018729,0.0909
"Otu86_Euchaeta",1,0,1,0.113955130439219,0.754
"Otu860_Eukaryota",0,1,2,0.0170871531543352,0.9501
"Otu861_Arthropoda",1,0,1,0.153278631278442,0.2949
"Otu862_Arthropoda",1,0,1,0.202971606934671,0.1537
"Otu863_NA",1,0,1,0.0813325708440558,0.5694
"Otu864_NA",1,0,1,0.14079697633918,0.3235
"Otu865_Arthropoda",1,0,1,0.377180313506834,0.0015
"Otu866_NA",1,0,1,0.142173179954828,0.4845
"Otu869_Ploima",1,0,1,0.28761726585009,0.0233
"Otu87_Echinodermata",1,0,1,0.134812818367863,2e-04
"Otu870_Demospongiae",1,0,1,0.130188910980824,1
"Otu872_Porifera",0,1,2,0,1
"Otu873_Eukaryota",1,0,1,0.392232270276368,0.0016
"Otu876_Eukaryota",1,0,1,0.370092534701959,0.0029
"Otu877_NA",1,0,1,0.465490571583958,2e-04
"Otu879_NA",1,0,1,0.0337579789027889,0.8599
"Otu880_Arthropoda",1,0,1,0.124837596062316,0.5013
"Otu884_Eukaryota",1,0,1,0.2676565405191,0.0485
"Otu885_Cnidaria",1,0,1,0.349563318607246,4e-04
"Otu886_NA",0,1,2,0.437440310855078,4e-04
"Otu887_Cnidaria",0,1,2,0.391194969774277,3e-04
"Otu888_Eukaryota",0,1,2,0.403435765229939,0.001
"Otu889_Hexanauplia",0,1,2,0.130752022866092,0.3581
"Otu89_Arthropoda",1,0,1,0.0821669667163551,0.6204
"Otu891_NA",1,0,1,0.0469294541775125,0.7478
"Otu892_Eukaryota",0,1,2,0.445174100524225,1e-04
"Otu893_Arthropoda",0,1,2,0.131287329067179,0.0802
"Otu895_Eukaryota",1,0,1,0.169060670272203,0.3137
"Otu898_Eukaryota",1,0,1,0.304852489416539,0.0068
"Otu899_Phyllodocida",1,0,1,0.118991419441481,0.4154
"Otu90_Hexanauplia",1,0,1,0.0893483095838311,0.926
"Otu900_Eukaryota",0,1,2,0.423558724801511,1e-04
"Otu901_Eukaryota",1,0,1,0.419920627420627,6e-04
"Otu902_NA",0,1,2,0.424736260364708,6e-04
"Otu903_Eukaryota",1,0,1,0.2771114586871,0.0377
"Otu905_NA",1,0,1,0.487713110004132,1e-04
"Otu906_Arthropoda",1,0,1,0.195217202360758,0.2318
"Otu907_NA",1,0,1,0.468861571749404,1e-04
"Otu91_Malacostraca",0,1,2,0.242998688893571,0.1164
"Otu913_Cnidaria",0,1,2,0.120054555700034,0.3903
"Otu915_Eukaryota",0,1,2,0.151685489007409,0.2846
"Otu916_Arthropoda",1,0,1,0.0645497224367903,0.6447
"Otu917_Leptothecata",0,1,2,0.445136907232267,1e-04
"Otu918_Eukaryota",1,0,1,0.436852028330519,2e-04
"Otu92_Eukaryota",1,0,1,0.13017870053747,0.5174
"Otu920_Cnidaria",1,0,1,0.0148633283673402,0.9521
"Otu921_NA",1,0,1,0.4879973773249,1e-04
"Otu922_Eukaryota",0,1,2,0.0787611381047396,0.6256
"Otu923_NA",0,1,2,0.0825217345484039,0.5592
"Otu925_NA",0,1,2,0.264084158598709,0.0466
"Otu926_Cassiopea",0,1,2,0.297004082705583,0.0208
"Otu928_NA",1,0,1,0.134130550202969,0.3561
"Otu929_Monostilifera",1,0,1,0.0339226765776379,0.9011
"Otu94_Eukaryota",1,0,1,0.130113575312768,0.5696
"Otu95_Hexanauplia",1,0,1,0.0129114330035742,0.7507
"Otu96_Decapoda",1,0,1,0.132259924249267,3e-04
"Otu97_Arthropoda",1,0,1,0.132201268540383,1e-04
"Otu98_Hexanauplia",0,1,2,0.00544038300028753,0.7539
"Otu99_Arthropoda",1,0,1,0.178037732035328,1e-04
